Show_Id,Cast,Country,Date_Added,Description,Director,Duration,Listed_In,Rating,Release_Year,Title,Type
S1245,Johnny Depp   Freddie Highmore   David Kelly   Helena Bonham Carter   Noah Taylor   Missi Pyle   James Fox   Deep Roy   Christopher Lee   Adam Godley   AnnaSophia Robb   Julia Winter   Jordan Fry   Philip Wiegratz,United Kingdom   United States,2020-01-01,The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,Tim Burton,115 min,Children & Family Movies   Comedies,PG,2005,Charlie and the Chocolate Factory,Movie
S1246,Dennis Quaid   Rene Russo   Sean Faris   Katija Pevec   Dean Collins   Tyler Patrick Jones   Haley Ramm   Brecken Palmer   Bridger Palmer   Ty Panitz,United States,2019-11-20,When a father of eight and a mother of 10 prepare to wed   the couple..s children attempt to sabotage the union in this remake of a 1968 comedy.,Raja Gosnell,88 min,Children & Family Movies   Comedies,PG,2005,Yours   Mine and Ours,Movie
S1247,Taylor Lautner   Taylor Dooley   Cayden Boyd   George Lopez   David Arquette   Kristin Davis   Jacob Davich   Sasha Pieterse   Rico Torres,United States,2019-12-01,A 10-year-old dreamer..s imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie.,Robert Rodriguez,93 min,Children & Family Movies,PG,2005,The Adventures of Sharkboy and Lavagirl,Movie
S1248,David Strathairn   Patricia Clarkson   George Clooney   Jeff Daniels   Robert Downey Jr.   Frank Langella   Ray Wise   Robert John Burke   Tate Donovan   Alex Borstein   Matt Ross   Grant Heslov,United States   France   United Kingdom   Japan,2019-06-02,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.,George Clooney,93 min,Dramas,PG,2005,Good Night   and Good Luck,Movie
S1249,Tim Allen   Courteney Cox   Chevy Chase   Kate Mara   Ryan Newman   Michael Cassidy   Spencer Breslin   Rip Torn   Kevin Zegers,United States,2020-01-11,Dragged from civilian life   a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.,Peter Hewitt,88 min,Children & Family Movies   Comedies,PG,2006,Zoom,Movie
S1250,Christina Ricci   James McAvoy   Catherine O..Hara   Peter Dinklage   Simon Woods,United Kingdom   United States,2019-04-01,In this modern fairy tale   a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene.,Mark Palansky,89 min,Children & Family Movies   Comedies   Romantic Movies,PG,2006,Penelope,Movie
S1251,Mitchel Musso   Sam Lerner   Spencer Locke   Steve Buscemi   Kathleen Turner   Jason Lee   Jon Heder   Maggie Gyllenhaal   Catherine O..Hara   Fred Willard   Nick Cannon   Kevin James,United States,2019-11-01,Three friends uncover the truth about a scary abandoned house in their neighborhood that has a personality of its own and seems to be eating people.,Gil Kenan,91 min,Children & Family Movies   Comedies,PG,2006,Monster House,Movie
S1252,Jack Black   Ana de la Reguera   Héctor Jiménez   Darius Rose   Moises Arias   Diego Eduardo Gomez   Carlos Maycotte   Richard Montoya   Cesar Gonzalez   Rafael Montalvo,United States   Mexico,2019-11-01,When Ignacio learns of an orphanage..s financial woes   he pitches in to help – by disguising himself and joining the professional wrestling circuit.,Jared Hess,92 min,Comedies   Sports Movies,PG,2006,Nacho Libre,Movie
S1253,Steve Martin   Kevin Kline   Beyoncé Knowles-Carter   Jean Reno   Emily Mortimer   Henry Czerny   Kristin Chenoweth   Roger Rees   Philip Goodwin   Henri Garcin   William Abadie,United States   Czech Republic,2019-07-01,Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,Shawn Levy,93 min,Children & Family Movies   Comedies,PG,2006,The Pink Panther,Movie
S1254,Emily Watson   Alex Etel   Ben Chaplin   David Morrissey   Brian Cox   Priyanka Xi   Marshall Napier   Joel Tobeck   Erroll Shand   Craig Hall,New Zealand   United Kingdom   Australia,2018-11-01,A boy watches an egg he found hatch into something incredible. But how long can he keep such a big secret from his mom – and the Scottish government?,Jay Russell,112 min,Children & Family Movies,PG,2007,The Water Horse: Legend of the Deep,Movie
S1255,Nikki Blonsky   John Travolta   Michelle Pfeiffer   Christopher Walken   Amanda Bynes   James Marsden   Queen Latifah   Zac Efron   Brittany Snow   Allison Janney   Elijah Kelley   Jerry Stiller,United States   United Kingdom   Canada,2020-01-01,In 1962   ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time.,Adam Shankman,116 min,Children & Family Movies   Comedies   Music & Musicals,PG,2007,Hairspray,Movie
S1256,Aamir Khan   Darsheel Safary   Tanay Chheda   Tisca Chopra   Vipin Sharma   Girija Oak   M.K. Raina,India,2017-12-08,When daydreamer Ishaan is sent to boarding school   an unconventional art teacher tries to help the imaginative student discover his true identity.,Aamir Khan,162 min,Dramas   International Movies,PG,2007,Taare Zameen Par,Movie
S1257,Chris Evans   Sarah Michelle Gellar   Mako Iwamatsu   Kevin Smith   Patrick Stewart   Zhang Ziyi   Laurence Fishburne   Mitchell Whitfield   James Arnold Taylor   Mikey Kelley   Nolan North,Hong Kong   United States,2019-05-01,In this animated adventure   Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York.,Kevin Munroe,87 min,Children & Family Movies   Comedies,PG,2007,Teenage Mutant Ninja Turtles,Movie
S1258,Jerry Seinfeld   Renée Zellweger   Matthew Broderick   Patrick Warburton   John Goodman   Chris Rock   Kathy Bates   Barry Levinson   Larry King   Ray Liotta,United States   Australia,2017-01-01,Barry   a worker bee stuck in a dead-end job making honey   sues humans when he learns they..ve been stealing bees.. nectar all along.,Steve Hickner   Simon J. Smith,92 min,Children & Family Movies   Comedies,PG,2007,Bee Movie,Movie
S1259,Steve Carell   John Goodman   Molly Shannon   Lauren Graham   Graham Phillips   Johnny Simmons   Morgan Freeman   Wanda Sykes   John Michael Higgins   Jonah Hill   Jimmy Bennett,United States,2019-04-16,God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile   Evan..s family interprets his new hobby as a midlife crisis.,Tom Shadyac,96 min,Children & Family Movies   Comedies   Faith & Spirituality,PG,2007,Evan Almighty,Movie
S1260,Adam Sandler   Keri Russell   Guy Pearce   Russell Brand   Richard Griffiths   Jonathan Pryce   Courteney Cox   Lucy Lawless   Teresa Palmer   Aisha Tyler   Laura Ann Kesling   Jackie Sandler   Lorna Scott   Dana Min Goodman   Andrew Collins   Jonathan Loughran   Jonathan Morgan Heit   Nick Swardson   Tim Herlihy   Billy Tyler   Johntae Lipscomb   Mikey Post   Sebastian Saraceno   Bill Romanowski   Sadie Sandler   Carmen Electra   Allen Covert   Kathryn Joosten   Annalise Basso   Blake Clark   Julia Lea Wolov   Sarah G. Buxton,United States,2019-03-05,Skeeter..s life is turned upside down when the fantastical stories he makes up to entertain his niece and nephew inexplicably turn into reality.,Adam Shankman,100 min,Children & Family Movies   Comedies,PG,2008,Bedtime Stories,Movie
S1261,Brendan Fraser   Paul Bettany   Helen Mirren   Jim Broadbent   Andy Serkis   Sienna Guillory   Eliza Bennett   Rafi Gavron   Lesley Sharp   Jamie Foreman,Germany   United Kingdom   United States,2019-07-01,Unbeknownst to his 12-year-old daughter   a bookbinder has a secret ability to bring characters to life by reading their stories out loud.,Iain Softley,106 min,Action & Adventure   Children & Family Movies   Sci-Fi & Fantasy,PG,2008,Inkheart,Movie
S1262,Ice Cube   Keke Palmer   Tasha Smith   Jill Marie Jones   Dash Mihok   Matt Craven   Glenn Plummer   Garrett Morris   Miles Chandler   Malcolm Goodwin,United States,2019-01-30,When an 11-year-old girl becomes Pop Warner football..s first female quarterback   she raises eyebrows – till she takes her team to the brink of glory.,Fred Durst,95 min,Comedies   Dramas   Sports Movies,PG,2008,The Longshots,Movie
S1263,Freddie Highmore   Mary-Louise Parker   Sarah Bolger   Joan Plowright   David Strathairn   Nick Nolte   Seth Rogen   Andrew McCarthy   Martin Short,United States,2019-03-01,When city-raised twins move to a tumbledown country mansion   it..s quite an adjustment – especially after they uncover a magical fantasy world.,Mark Waters,97 min,Children & Family Movies,PG,2008,The Spiderwick Chronicles,Movie
S1264,Madison Pettis   Sterling Beaumon   Luke Benward   Brian Stepanek   David DeLuise   Kim Rhodes   Adam Hicks   Ali Lohan   Sabrina Bryan   Rachel Winfree   Diego Acuña,United States,2018-08-01,After discovering a pair of young ghosts   a nebbish 11-year-old agrees to help the sibling spirits solve the mystery surrounding their demise.,Richard Correll,98 min,Children & Family Movies   Comedies,PG,2008,R.L. Stine..s Mostly Ghostly,Movie
S1265,John Travolta   Miley Cyrus   Susie Essman   Mark Walton   Malcolm McDowell   James Lipton   Greg Germann   Diedrich Bader   Nick Swardson   J.P. Manoux   Dan Fogelman   Kari Wahlgren   Chloë Grace Moretz   Randy Savage   Ronn Moss   John DiMaggio   Daran Norris   Jeff Bennett   Brian Stepanek   Todd Cummings,United States,2018-07-22,This tale follows German shepherd Bolt   a canine actor who makes a cross-country trek when he..s mistakenly shipped from Hollywood to New York City.,Byron Howard   Chris Williams,99 min,Children & Family Movies   Comedies,PG,2008,Bolt,Movie
S1266,Dakota Fanning   Teri Hatcher   John Hodgman   Jennifer Saunders   Dawn French   Keith David   Robert Bailey Jr.   Ian McShane,United States,2017-03-16,Curious young Coraline unlocks a door in her family..s home and is transported to a universe that strangely resembles her own – only better.,Henry Selick,101 min,Children & Family Movies,PG,2009,Coraline,Movie
S1267,Eddie Murphy   Thomas Haden Church   Yara Shahidi   Ronny Cox   Stephen Rannazzisi   Nicole Ari Parker   DeRay Davis   Vanessa Williams   Martin Sheen   Lauren Weedman   Timm Sharp   Bobb..e J. Thompson,United States   Germany,2019-12-07,Work problems are piling up for a businessman. But when he discovers a pathway to his daughter..s imaginary world   he starts finding some solutions.,Karey Kirkpatrick,108 min,Children & Family Movies   Comedies   Sci-Fi & Fantasy,PG,2009,Imagine That,Movie
S1268,Bill Nighy   Will Arnett   Zach Galifianakis   Kelli Garner   Tyler Patrick Jones   Piper Mackenzie Harris   Gabriel Casseus   Jack Conley   Niecy Nash   Justin Mentell   Nicolas Cage   Sam Rockwell   Jon Favreau   Penélope Cruz   Steve Buscemi   Tracy Morgan,United States,2019-03-15,When a billionaire sets out to take over the world   only one special forces unit can handle the job – a squad of highly trained guinea pigs.,Hoyt Yeatman,88 min,Children & Family Movies   Comedies,PG,2009,G-Force,Movie
S1269,Jimmy Bennett   Jake Short   Kat Dennings   Trevor Gagnon   Devon Gearhart   Jolie Vanier   Rebel Rodriguez   Leo Howard   Leslie Mann   Jon Cryer   William H. Macy   James Spader,United States   United Arab Emirates,2019-07-01,Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.,Robert Rodriguez,89 min,Children & Family Movies   Comedies,PG,2009,Shorts,Movie
S1270,Kevin James   Keir O..Donnell   Jayma Mays   Raini Rodriguez   Shirley Knight   Stephen Rannazzisi   Peter Gerety   Bobby Cannavale   Adam Ferrara   Jamal Mixon   Adhir Kalyan   Gary Valentine,United States,2019-07-01,An overzealous security guard finds himself in over his head when he tries to thwart a criminal mastermind..s plot to rob an entire shopping mall.,Steve Carr,91 min,Action & Adventure   Comedies,PG,2009,Paul Blart: Mall Cop,Movie
S1271,Dwayne Johnson   Jessica Biel   Justin Long   Gary Oldman   Seann William Scott   John Cleese   Freddie Benedict   Alan Marriott   Mathew Horne   James Corden,Spain   United Kingdom   United States,2019-01-23,After landing on a planet reminiscent of 1950s suburbia   a human astronaut tries to avoid capture   recover his spaceship and make it home safely.,Jorge Blanco,91 min,Children & Family Movies   Comedies   Sci-Fi & Fantasy,PG,2009,Planet 51,Movie
S1272,Dwayne Johnson   AnnaSophia Robb   Alexander Ludwig   Carla Gugino   Ciarán Hinds   Tom Everett Scott   Chris Marquette   Billy Brown   Christine Lakin   Tom Woodruff Jr.   John Kassir   Garry Marshall   John Duff   Ted Hartley   Dave Engfer   Bob Clendenin   Shengyi Huang   Robert Torti   Kim Richards   Brandon Miller   Paul Darnell   Omar Dorsey   Dennis Hayden   Suzanne Krull   Steve Rosenbaum   Andrew Shaifer   Bryan Fogel   Bob Koherr   Sam Wolfson   Beth Kennedy   Corri English   Jonathan Slavin   Kevin Christy   Meredith Salenger,United States,2019-07-01,A sister and brother with special powers are on the run from a mysterious organization that wants to take advantage of the siblings.. gifts.,Andy Fickman,99 min,Children & Family Movies,PG,2009,Race to Witch Mountain,Movie
S1273,Amy Adams   Matthew Goode   Adam Scott   John Lithgow   Noel O..Donovan   Tony Rohr   Pat Laffan   Alan Devlin   Ian McElhinney   Dominique McElligott,United States   Ireland,2019-11-15,Anna chooses February 29 to propose marriage to her boyfriend   but after meeting a charming innkeeper   she must evaluate her original plans.,Anand Tucker,100 min,Comedies   Romantic Movies,PG,2010,Leap Year,Movie
S1274,James Marsden   Nick Nolte   Christina Applegate   Katt Williams   Bette Midler   Neil Patrick Harris   Sean Hayes   Wallace Shawn   Roger Moore   Joe Pantoliano   Michael Clarke Duncan   Chris O..Donnell   Jack McBrayer   Kiernan Shipka,United States   Australia,2019-02-01,Cats and dogs must set aside their differences and merge animal instincts when Kitty Galore decides to claw her way to global domination.,Brad Peyton,82 min,Children & Family Movies   Comedies,PG,2010,Cats & Dogs: The Revenge of Kitty Galore,Movie
S1275,Helen Mirren   Geoffrey Rush   Jim Sturgess   Hugo Weaving   Emily Barclay   Abbie Cornish   Ryan Kwanten   Anthony LaPaglia   Miriam Margolyes   Sam Neill,United States   Australia,2020-01-01,Soren   a barn owl kidnapped from his peaceful forest home   is brought to an orphanage where he must train to become a soldier.,Zack Snyder,97 min,Children & Family Movies,PG,2010,Legend of the Guardians: The Owls of Ga..Hoole,Movie
S1276,Darsheel Safary   Anupam Kher   Manjari Fadnis   Tinnu Anand   Sheeba Chaddha   S.M. Zaheer   Aayam Mehta   Gargi Datar   Jai Vyas,India,2018-11-01,When his cruel uncle abandons him   a young orphan learns to access the untapped superpowers that have been waiting within him all along.,Satyajit Bhatkal,104 min,Children & Family Movies   Dramas,PG,2011,Zokkomon,Movie
